genres;title;release_date;id
['Action', 'Simulation'];Super Thunder Blade ;2010;34314
['Action'];Galaxy Force II ;2010;34310
['Simulation'];Hacker Evolution;2010;70100
['Indie', 'Simulation'];Hacker Evolution: Untold;2010;70110
['Casual', 'Indie'];Faerie Solitaire;2010;38600
['Strategy'];Patrician IV - Steam Special Edition;2010;57620
['Action'];Bonanza Bros. ;2010;34284
['RPG', 'Strategy'];King's Bounty: Crossworlds;2010;63910
['Simulation'];Train Simulator: Green &amp, Gold HST DMU Add-On;2010;24082
['Strategy'];Sid Meier's Civilization® V;2010;8930
['Strategy'];Commander: Conquest of the Americas - Colonial Navy;2010;49310
['Action', 'Indie'];Serious Sam Classic: The Second Encounter;2002;41060
['Indie', 'Strategy'];Star Ruler;2010;70900
['Action', 'Adventure'];Blade Kitten;2010;9940
['Action'];Alien Breed 2: Assault;2010;22650
['Action'];Serious Sam HD: Gold Edition;2010;901553
['Action', 'Adventure'];Darksiders ;2010;50620
['Simulation', 'Strategy'];X: Beyond the Frontier;1999;2840
['Strategy'];The Kings' Crusade;2010;42920
['Action', 'RPG', 'Massively Multiplayer'];Guild Wars: Eye of the North®;2007;29700
['Simulation', 'Strategy'];X: Tension;2000;2850
['RPG', 'Strategy'];Age of Wonders II: The Wizard's Throne;2010;61510
['Adventure', 'Casual', 'Simulation'];Governor of Poker 2;2010;70200
['Adventure', 'Casual', 'Indie', 'Simulation'];Governor of Poker 2 - Premium Edition;2010;70210
['RPG', 'Strategy'];Age of Wonders Shadow Magic;2010;61520
['RPG', 'Strategy'];Age of Wonders;2010;61500
['Action'];Medal of Honor ;2010;47790
['Indie', 'RPG', 'Strategy'];Grotesque Tactics: Evil Heroes;2010;46450
['Action', 'Adventure'];Lost Planet® 2;2010;45750
['Adventure', 'Casual', 'Indie'];Doc Clock: The Toasted Sandwich of Time;2010;57800
['Action', 'RPG'];Fallout: New Vegas;2010;22380
['Action', 'Casual', 'Indie'];The Polynomial - Space of the music;2010;67000
['Adventure', 'Indie'];Puzzle Bots;2010;80300
['Indie', 'Racing'];Nimbus;2010;50000
['Strategy'];Civilization V - Babylon (Nebuchadnezzar II);2010;16868
['Action', 'Indie', 'RPG'];DeathSpank;2010;18040
['Action', 'Simulation'];Virtua Fighter  2;2010;71115
['Casual'];Columns  III;2010;34317
['RPG'];Sword of Vermilion ;2010;71114
['Action'];Golden Axe  II;2010;71112
['Action', 'Adventure'];Sonic The Hedgehog;2010;71113
sin genero;Flicky ;2010;71111
sin genero;ESWAT : City Under Siege;2010;71110
['Adventure'];Ecco : The Tides of Time;2010;34319
sin genero;Decap Attack ;2010;34318
['Action'];Bio-Hazard Battle ;2010;34316
['Action'];Alien Storm;2010;34315
['Action', 'Indie'];Shank;2010;6120
['Action', 'Adventure', 'Indie'];The Ball;2010;35460
['Action'];STAR WARS : The Force Unleashed  II;2010;32500
['Action', 'Casual'];Flight Control HD;2010;62000
['RPG', 'Simulation', 'Strategy'];Patrician III;2010;33570
['Action', 'Casual', 'Indie'];BIT.TRIP BEAT;2010;63700
['Simulation', 'Strategy'];Theatre of War 2 - Battle for Caen;2010;46362
['Casual'];Woody Two-Legs: Attack of the Zombie Pirates;2010;49320
['Adventure', 'Indie'];Clones;2010;72400
['Strategy'];Victoria II: Interwar Spritepack;2010;42964
['Action'];Front Mission Evolved: Wanzer Pack 2;2010;43011
['Action'];Pound of Ground;2010;33980
['Casual'];Pat &amp, Mat;2009;65710
['Adventure'];Alternativa;2010;33990
['Casual', 'Indie'];Fish Fillets 2;2007;33950
['Strategy', 'Indie'];Archon Classic;2010;65400
['Action'];Call of Duty®: Black Ops;2010;42700
['Indie', 'Casual'];Rhythm Zone Tornado Visualizer DLC;2010;38923
['Casual', 'Indie'];Arcadia;2010;72500
['Action', 'Adventure', 'Strategy'];Oddworld: Munch's Oddysee;2010;15740
['Indie', 'Casual'];Rhythm Zone DJ Table Visualizer DLC;2010;38924
['Action', 'Adventure', 'Strategy'];Oddworld: Stranger's Wrath HD;2010;15750
['Casual', 'Indie'];Clickr;2010;45500
['Adventure'];Back to the Future: The Game;2010;31290
['Action'];Grand Theft Auto III;2002;12100
['Action'];Grand Theft Auto: San Andreas;2005;12120
['Action', 'Adventure'];Lara Croft GoL: Raziel and Kain Character Pack;2011;35135
['Action', 'Adventure'];Lara Croft GoL: Things that Go Boom - Challenge Pack 2;2011;35137
['Action', 'Adventure'];Lara Croft GoL: Hazardous Reunion - Challenge Pack 3;2011;35138
['Action', 'Adventure'];Lara Croft GoL: All the Trappings - Challenge Pack 1;2011;35136
['Action'];Grand Theft Auto: Vice City;2003;12110
['Action', 'Indie'];Zeit²;2011;33390
['Action', 'Indie'];A.R.E.S.: Extinction Agenda;2011;92300
['Action', 'Indie', 'Strategy'];APOX;2011;80000
['Action'];Dead Space  2;2011;47780
['Adventure', 'Casual'];Drawn®: The Painted Tower;2011;51060
['Adventure'];Kaptain Brawe: A Brawe New World;2011;65080
sin genero;Wonder Boy III: Monster Lair;2011;71168
['Action', 'Strategy', 'Indie', 'Sports'];Monday Night Combat;2011;63200
['Action', 'Adventure', 'Casual'];Luxor: 5th Passage;2011;60340
['Action'];Alien Soldier;2011;71116
['RPG'];Shining in the Darkness;2011;71161
['RPG'];Light Crusader;2011;71119
['RPG'];Landstalker: The Treasures of King Nole;2011;71118
['Action'];Gunstar Heroes;2011;71117
['Adventure'];ToeJam &amp, Earl;2011;71166
['Action'];Streets of Rage 2;2011;71165
['Action', 'Adventure'];Sonic The Hedgehog 2;2011;71163
['Action'];Streets of Rage;2011;71164
sin genero;Sonic 3 &amp,  Knuckles;2011;71162
['RPG'];Shining Force II;2011;71160
['RPG'];Shining Force;2011;71120
['Simulation'];The Sims  3;2009;47890
['Simulation'];Ship Simulator Extremes: Sigita Pack;2011;48802
['Simulation'];The Sims  3 Fast Lane Stuff;2010;47896
['Simulation'];The Sims  3 World Adventures;2009;47892
['Simulation'];The Sims  3 Late Night;2010;47894
['Simulation'];The Sims  3 Ambitions;2010;47893
['Simulation'];The Sims  3 High-End Loft Stuff;2010;47895
['Casual', 'Indie'];Trino;2011;42000
['Casual'];Mishap 2: An Intentional Haunting - Collector's Edition;2011;47570
['Simulation'];The Sims  3 Outdoor Living Stuff;2011;47897
['Action', 'Casual', 'Indie'];Who's That Flying?!;2011;57700
['Adventure', 'Casual'];Myst: Masterpiece Edition;2011;63660
['Strategy'];Guardians of Graxia: Elves &amp, Dwarves;2011;90504
['RPG'];Two Worlds II HD;2011;7520
['Casual'];YOU DON’T KNOW JACK®;2011;99200
['Racing'];Test Drive Unlimited 2;2011;9930
['RPG'];King Arthur: The Druids;2011;24449
['Strategy', 'Indie', 'Simulation'];Gratuitous Space Battles: Galactic Conquest;2011;41814
['Strategy'];The Kings' Crusade: New Allies;2011;42925
['RPG', 'Strategy'];DUNGEONS - Steam Special Edition;2011;57650
['Indie', 'Strategy'];AI War: Light of the Spire;2011;40407
['RPG'];Drakensang: The River of Time;2011;33770
['Strategy'];RISK : Factions;2011;47800
['Casual', 'Strategy'];Crazy Machines 2: Time Travel Add-On;2011;18408
['Action', 'Indie'];BIT.TRIP RUNNER;2011;63710
['Action'];Homefront;2011;55100
['Casual', 'Indie', 'Simulation', 'Strategy'];Fate of the World;2011;80200
['Indie'];B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now);2011;92400
sin genero;Warhammer 40,000: Dawn of War II - Retribution - Tyranid Race Pack;2011;56436
['Strategy'];Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack;2011;56435
['Strategy'];Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack;2011;56433
['Strategy'];Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack;2011;56432
['Strategy'];Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack;2011;56431
['Free to Play', 'Massively Multiplayer', 'RPG'];RIFT;2013;39120
['Strategy'];Warhammer 40,000: Dawn of War II: Retribution;2011;56437
['Indie', 'Casual'];Dinner Date;2011;94000
['Strategy'];Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack;2011;56434
['Action'];Shadow Harvest: Phantom Ops;2011;92700
['Simulation'];Cities in Motion: Design Classics;2011;73012
['Simulation'];Ship Simulator Extremes: Ferry Pack;2011;48803
['Strategy'];Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack;2011;56536
['Racing'];STCC The Game 2 – Expansion Pack for RACE 07;2011;44620
['Action', 'Indie', 'Strategy'];Anomaly: Warzone Earth;2011;91200
['Strategy'];Armada 2526;2010;46790
['Strategy'];Darkest Hour: A Hearts of Iron Game;2011;73170
['Strategy', 'RPG'];Dungeons: Into the Dark DLC Pack;2011;57655
['Action', 'Indie'];Dino D-Day;2011;70000
['Strategy'];Patrician IV: Rise of a Dynasty;2011;57730
['Action', 'Adventure'];Portal 2;2011;620
['Action', 'RPG'];Magicka: Vietnam;2011;42918
['Action', 'Casual', 'Indie', 'Strategy'];Sanctum;2011;91600
['Strategy'];Majesty 2 Collection;2011;73020
['Strategy'];Warhammer 40,000: Dawn of War II - Retribution - Mekboy Wargear DLC;2011;56482
['Strategy'];Dawn of War II: Retribution – The Last Stand;2011;56438
['Strategy'];Warhammer 40,000: Dawn of War II - Retribution - Farseer Wargear DLC;2011;56481
['Indie', 'Strategy'];Frozen Synapse;2011;98200
['Strategy'];Warhammer 40,000: Dawn of War II: Retribution - Captain Wargear DLC;2011;56480
['Adventure', 'Indie', 'RPG'];Winter Voices Episode 4: Amethyst Rivers;2011;72905
['Action', 'Adventure'];Hunted: The Demon’s Forge ;2011;22450
['Adventure', 'Casual', 'Indie'];Hamilton's Great Adventure;2011;42140
['Simulation'];The Sims  3 Generations;2011;47898
['Simulation'];Cities in Motion: Tokyo;2011;73181
['Action', 'RPG'];Magicka: Nippon;2011;73031
['Action', 'Adventure'];Ghostbusters: Sanctum of Slime Challenge Pack DLC;2011;9992
['Adventure'];Still Life 2;2009;46490
['Adventure'];Still Life;2005;46480
['Action'];Call of Duty®: Black Ops Escalation Content Pack;2011;42718
['Action', 'RPG'];Dungeon Siege III;2011;39160
['Action'];Duke Nukem Forever;2011;57900
['Action', 'Free to Play'];A.V.A. Alliance of Valiant Arms ;2011;102700
['Free to Play', 'Massively Multiplayer', 'RPG'];Champions Online;2009;9880
['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG'];Spiral Knights;2011;99900
['Strategy'];Spectromancer - Truth &amp, Beauty;2011;22520
['Simulation'];Cities in Motion: Design Now;2011;73014
['Strategy'];Two Worlds II Castle Defense;2011;7530
['Indie'];The Cat and the Coup;2011;95700
['Strategy'];Magic: The Gathering - Duels of the Planeswalkers 2012;2011;49470
['Indie', 'Casual'];Ancients of Ooga;2011;91810
['Action', 'Casual', 'Indie'];Beat Hazard Ultra;2011;49604
['Strategy', 'Indie'];Frozen Synapse: Soundtrack;2011;98210
['Indie', 'Casual'];Solar 2;2011;97000
['Strategy'];Ironclads: Schleswig War 1864;2011;46760
['Strategy'];Ironclads: Anglo Russian War 1866;2011;46830
['Action', 'RPG'];Magicka: Final Frontier;2011;73035
['Strategy'];Ironclads: Chincha Islands War 1866;2011;46840
['Action'];F.E.A.R. 3;2011;21100
['Action', 'RPG'];Magicka: Frozen Lake;2011;73037
['Action', 'RPG'];Magicka: The Watchtower;2011;73036
['Simulation'];Trainz Simulator DLC: The Duchess;2011;24635
['Action', 'RPG'];Magicka: Party Robes;2011;901679
['Strategy'];Europa Universalis III: Western - AD 1400 Spritepack;2011;25810
['Action', 'RPG'];Dungeons and Dragons: Daggerdale;2011;99100
['Racing'];RETRO – Expansion Pack for RACE 07;2011;44660
['Simulation'];Farming Simulator 2011 Equipment Pack 2;2011;90209
['Strategy'];Europa Universalis III: Eastern - AD 1400 Spritepack;2011;25809
['Strategy'];Hearts of Iron III: For the Motherland;2011;42903
['Strategy'];Worms Reloaded: Puzzle Pack;2011;22631
['Strategy'];Worms Reloaded: Retro Pack;2011;22634
['Strategy'];Worms Reloaded: Time Attack Pack;2011;22633
['Strategy', 'RPG'];Dungeons: Map Pack DLC;2011;57656
['Strategy'];Worms Reloaded: Forts Pack;2011;22632
['Adventure', 'Casual'];Puzzle Agent 2;2011;94590
['Action'];Killing Floor: Steampunk Character Pack;2011;35425
['Strategy'];Pride of Nations: Spanish-American War 1898;2011;73192
['Action', 'Adventure', 'Indie'];Tobe's Vertical Adventure;2011;105700
['Action', 'RPG'];Fallout New Vegas: Old World Blues;2011;72750
['Strategy'];Warhammer 40,000: Dawn of War II: Retribution - Ulthwe Wargear DLC;2011;56538
['Simulation'];IL-2 Sturmovik: Cliffs of Dover;2011;63950
['Indie', 'Casual'];Lucid;2011;61100
['Simulation'];Train Simulator: BR Class 421 '4CIG' Loco;2011;65228
['Action'];Homefront: Express 870 Shotgun;2011;55205
['Adventure', 'Indie', 'RPG'];Runespell: Overture;2011;102200
['Strategy'];Men of War: Assault Squad - Skirmish Pack;2011;64013
['Action', 'Indie'];Aaaaa! - Brutal Concussion;2011;15522
['Adventure', 'Strategy', 'RPG', 'Indie'];Delve Deeper: Treasures and Tunnels;2011;63802
['Action', 'Indie'];A.R.E.S.: Berzerker Suit;2011;92302
['Simulation'];Cities in Motion: Metro Stations;2011;73183
['Adventure'];Nancy Drew®: Secrets Can Kill REMASTERED;2010;42210
['Action', 'Simulation', 'Strategy'];ARMA: Cold War Assault;2011;65790
['Casual', 'Indie'];SpaceChem: 63 Corvi;2011;92803
['Simulation', 'Strategy'];Tropico 4;2011;57690
['Adventure'];Nancy Drew®: The Captive Curse;2011;42220
['Adventure'];Nancy Drew®: Trail of the Twister;2010;42230
['Indie', 'Casual'];The Clockwork Man;2011;111000
['Strategy'];Pride of Nations: American Civil War 1862;2011;73193
['Action', 'Indie'];EDGE;2011;38740
['Strategy'];Civilization V - Civ and Scenario Pack: Korea;2011;99612
['Strategy'];Civilization V - Scenario Pack: Wonders of the Ancient World;2011;99614
['Indie'];Sanctum: Official Soundtrack;2011;91604
['Indie'];Hacker Evolution Duality;2011;70120
['Action', 'Indie', 'RPG', 'Strategy'];Space Pirates and Zombies;2011;107200
['Action'];Section 8: Prejudice Frontier Colonies Map Pack;2011;97108
['Action'];Section 8: Prejudice Blitz Pack;2011;97106
['Action'];Section 8: Prejudice Overdrive Map Pack;2011;97107
['Strategy'];Warhammer 40,000: Dawn of War II - Ultramarines Pack;2011;56487
['Action', 'RPG'];Fallout New Vegas®: Lonesome Road ;2011;72760
['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy'];Puzzle Pirates;2011;99910
['Action', 'Adventure', 'RPG'];The Baconing;2011;18070
['Action'];Warhammer 40,000: Space Marine;2011;55150
['Strategy'];Men of War: Vietnam;2011;63940
['Action', 'Indie'];Hard Reset Extended Edition;2012;98400
['Strategy'];Pride of Nations: The Franco-Prussian War 1870;2011;73194
['Action', 'Indie'];Wasteland Angel;2011;46520
['Action', 'Indie', 'Racing', 'Strategy'];Rock of Ages;2011;22230
['Action', 'Massively Multiplayer', 'Simulation'];Red Orchestra 2: Heroes of Stalingrad with Rising Storm;2011;35450
['Action', 'Adventure'];Call of Juarez®: The Cartel;2011;33420
['Simulation'];Cities in Motion: German Cities;2011;73185
['Strategy'];Magic: The Gathering 2012 - Expansion;2011;49473
['RPG', 'Simulation', 'Strategy'];Sengoku;2011;73210
['Action', 'Indie'];Astro Tripper;2011;110600
['Adventure'];Nancy Drew®: Shadow at the Water's Edge;2010;200080
['RPG'];Two Worlds II - Pirates of the Flying Fortress;2011;200440
['Action', 'Indie'];Bunch of Heroes;2011;111400
['Action'];Duke Nukem Forever: Hail to the Icons Parody Pack;2011;57923
['RPG', 'Strategy'];Might &amp, Magic: Heroes VI;2011;48220
['Strategy'];Supreme Commander: Forged Alliance;2011;9420
['Action', 'Adventure', 'Indie', 'RPG'];The Binding of Isaac;2011;113200
['Simulation'];Farming Simulator 2011 Equipment Pack 3;2011;90208
['Racing', 'Simulation'];Off-Road Drive;2011;200230
['Strategy'];Supreme Commander;2007;9350
['Strategy', 'Indie', 'Casual', 'Simulation'];Fate of the World: Tipping Point;2011;901776
['Action', 'Racing'];Post Apocalyptic Mayhem: DLC - Chaos Pack;2011;201100
['Strategy', 'Indie', 'Casual', 'Simulation'];Fate of the World: Denial;2011;80202
['Strategy', 'Indie', 'Casual', 'Simulation'];Fate of the World: Migration;2011;80204
['Action'];Sniper: Ghost Warrior - Second Strike;2011;34842
['Action', 'Simulation'];Air Conflicts: Secret Wars;2011;95900
['Strategy', 'Indie', 'Casual', 'Simulation'];Fate of the World: Extras Pack;2011;80207
['Action', 'Adventure'];Dead Rising 2: Off the Record;2011;45770
['Action', 'Adventure', 'RPG'];The Baconing DLC - Roesha – One Bad Mutha Co-op Character;2011;18080
['Strategy'];Disciples III - Resurrection;2011;200670
['Casual', 'Simulation', 'Strategy'];Memoir '44 Online;2011;108210
['Simulation'];Train Simulator: Amtrak Acela Express EMU Add-On;2011;65231
['Adventure', 'Casual', 'RPG'];Costume Quest;2011;115100
['Simulation'];The Sims  3 Pets;2011;47930
['Strategy', 'Indie', 'Simulation'];Gratuitous Space Battles: The Parasites;2011;41816
['Action', 'Indie', 'RPG'];Serious Sam: The Random Encounter;2011;201480
['Indie', 'RPG'];Before the Echo;2011;200910
['Casual', 'Indie', 'Strategy'];Puzzler World 2;2011;200130
['Simulation', 'Strategy'];Airline Tycoon 2;2011;201490
['RPG'];ArcaniA: Fall of Setarrif;2011;65610
['Action', 'Indie'];The Haunted: Hells Reach;2011;43190
['Action', 'Indie', 'Strategy'];Orcs Must Die! - Artifacts of Power;2011;102622
['Action', 'RPG'];Dungeon Siege III: Treasures of the Sun;2011;39270
['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'];DC Universe  Online;2011;24200
['Action'];Saints Row: The Third Initiation Station;2011;55370
['Simulation', 'Strategy'];Tropico 4: Junta Military DLC;2011;57696
['Action'];Sonic Generations Collection;2011;71340
['Adventure'];Nancy Drew®: Alibi in Ashes;2011;202670
['Action', 'Indie', 'Strategy'];Orcs Must Die! - Lost Adventures;2011;102623
['Action'];Call of Duty®: Modern Warfare® 3;2011;115300
['Adventure', 'Strategy'];L.A. Noire;2011;110800
['Adventure', 'Strategy'];L.A. Noire: DLC Bundle;2011;110810
['Strategy'];Men of War: Assault Squad - MP Supply Pack Charlie;2011;64016
['Action', 'Indie'];Jamestown Soundtrack;2011;94203
['Action', 'Indie'];Jamestown: Gunpowder, Treason, &amp, Plot;2011;94202
sin genero;Dungeon Defenders Halloween Costume Pack;2011;202520
sin genero;Dungeon Defenders Capture the Flag Pre-Alpha Pass (Free DLC);2011;202523
['Strategy', 'RPG', 'Indie'];Dungeon Defenders Halloween Mission Pack;2011;202521
['Indie', 'Casual'];Fractal: Make Blooms Not War;2011;61310
['Action', 'RPG'];Magicka: Horror Props Item Pack;2011;73092
['Indie', 'Racing'];SkyDrift;2011;91100
['Action', 'RPG'];Magicka: Holiday Spirit Item Pack;2011;73091
['Strategy'];Total War: SHOGUN 2 - The Hattori Clan Pack;2011;34345
['Strategy'];Total War: Shogun 2 - Blood Pack DLC;2011;201272
['Action', 'RPG'];Magicka: The Stars Are Left;2011;73058
['Strategy'];Europa Universalis III: Reformation SpritePack;2011;25812
sin genero;Europa Universalis III: Enlightenment SpritePack;2011;25811
['Strategy'];Real Warfare 1242;2010;46350
['Action'];Batman Arkham City: Nightwing Bundle;2011;200880
['Strategy'];Galactic Civilizations® II: Ultimate Edition;2011;202200
